student_id,program_name,program_level,domain,eligibility,description,mode,duration,skills_learned,career_outcomes,min_degree_level,min_marks_general,min_marks_reserved,required_subjects,score,domain_match,subject_overlap,marks_margin,label
12,M.TECH (COMPUTER ENGINEERING),PG,Engineering,No specific eligibility requirements were provided.,"This program focuses on advanced study in the principles and applications of computer engineering. It involves in-depth exploration of complex systems, algorithms, and hardware design.",Regular,2 year,"['Algorithm design', 'System architecture', 'Programming proficiency', 'Hardware design']","['Software developer', 'Systems architect', 'Machine learning engineer', 'Embedded systems designer']",UG,,,[],0.0984577347656448,1,0,0.0,
12,M.Sc. (ENV. BIOTECHNOLOGY),PG,Science,Requires a Bachelor's degree in any discipline of Science or a B.Tech. in Biotechnology/Environment Engineering with 50% aggregate marks.,This program focuses on the intersection of environmental science and biotechnology. It involves studying the biological and chemical processes related to environmental systems and applying biotechnological principles to solve environmental challenges.,Regular,2 year,"['Environmental analysis', 'Biotechnology principles', 'Scientific research', 'Data interpretation']","['Environmental consultant', 'Bioprocess development', 'Research analyst', 'Environmental scientist']",UG,50.0,,"['Biotechnology', 'Environment Engineering', 'Science']",0.0890544604664598,0,0,7.0,
12,M.TECH (MECHANICAL ENGG. - MACHINE DESIGN),PG,Engineering,No specific eligibility requirements are stated.,"This program focuses on the principles and applications of machine design within the field of mechanical engineering. It involves studying the design, analysis, and optimization of mechanical systems and components.",Regular,2 year,"['Machine design', 'System analysis', 'Mechanical principles']","['Machine designer', 'Design engineer', 'Mechanical analyst']",UG,,,[],0.0864915815133837,1,0,0.0,
13,Bachelor of Science (Statistics),UG,Science,Requires Senior Secondary Examination (10+2) with Mathematics as a subject and at least 50% aggregate marks.,This program focuses on the principles and methods of statistical theory and application. It involves studying mathematical foundations necessary for data analysis and inference. The curriculum covers the theoretical and practical aspects of statistical modeling and data interpretation.,Regular,4 year,"['Mathematical reasoning', 'Data interpretation', 'Statistical modeling', 'Quantitative analysis']","['Data analyst', 'Statistician', 'Research assistant', 'Data scientist']",PreUG,50.0,,"['Mathematics', 'Statistics', 'Science']",0.1471785566620108,0,0,23.200000000000003,
13,B.TECH -ARTIFICIAL INTELLIGENCE & DATA SCIENCE,UG,Science,No specific eligibility requirements were provided.,"This program focuses on the theoretical foundations and practical applications of Artificial Intelligence and Data Science. It covers the mathematical, statistical, and computational methods required to analyze complex data and develop intelligent systems. The curriculum emphasizes machine learning, algorithms, and data-driven decision making.",Regular,4 year,"['Data analysis', 'Machine learning', 'Programming skills', 'Statistical modeling']","['Data Scientist', 'AI Engineer', 'Machine Learning Specialist', 'Data Analyst']",PreUG,,,[],0.1397963817704066,0,0,0.0,
13,B.Tech (CSE- Data Science),UG,Science,No specific eligibility requirements were provided.,"This program focuses on the intersection of Computer Science and Data Science principles. It involves training in computational methods, statistical analysis, and the application of algorithms to large datasets. The curriculum covers theoretical foundations and practical applications in data-driven problem-solving.",Regular,4 year,"['Programming skills', 'Statistical analysis', 'Algorithm design', 'Data manipulation']","['Data Scientist', 'Machine Learning Engineer', 'Software Developer', 'Data Analyst']",PreUG,,,[],0.1178409026815607,0,0,0.0,
13,B.TECH (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),UG,Engineering,No specific eligibility requirements are stated.,"This program focuses on the theoretical foundations and practical applications of Artificial Intelligence and Machine Learning. It covers algorithms, data structures, and computational methods essential for developing intelligent systems. The curriculum emphasizes problem-solving and model development in the field of computer science.",Regular,4 year,"['Algorithm design', 'Data analysis', 'Programming proficiency', 'Model development']","['Machine Learning Engineer', 'AI Developer', 'Data Scientist', 'Software Developer']",PreUG,,,[],0.1073220949421713,0,0,0.0,
13,B.TECH. (ARTIFICIAL INTELLIGENCE),UG,Engineering,No specific eligibility requirements were provided.,"This program focuses on the theoretical foundations and practical applications of Artificial Intelligence. It covers algorithms, data structures, and computational methods essential for developing intelligent systems. The curriculum emphasizes problem-solving and the development of intelligent software solutions.",Regular,4 year,"['Algorithm design', 'Programming proficiency', 'Data structures', 'Machine learning', 'Computational thinking']","['AI Developer', 'Machine Learning Engineer', 'Data Scientist', 'Software Developer', 'AI Researcher']",PreUG,,,[],0.0956167798832794,0,0,0.0,
13,B.TECH (CSE-ARTIFI. INTELLIGEN. & MACHINE LEARNING ENGINEERING),UG,Engineering,No specific eligibility requirements are stated.,"This program focuses on the principles of computer science, artificial intelligence, and machine learning. It involves studying algorithms, data structures, and the application of computational methods to solve complex problems. The curriculum emphasizes theoretical foundations and practical implementation in these advanced fields.",Regular,4 year,"['Programming skills', 'Algorithm design', 'Machine learning', 'Data analysis', 'Software development']","['Machine learning engineer', 'AI developer', 'Software architect', 'Data scientist', 'Algorithm designer']",PreUG,,,[],0.0841036576278681,0,0,0.0,
13,B.TECH - ROBOTICS & ARTIFICIAL INTELLIGENCE,UG,Engineering,No specific eligibility requirements were provided.,"This program focuses on the principles and applications of robotics and artificial intelligence. It involves studying the mathematical, computational, and engineering foundations required to design and develop intelligent systems.",Regular,4 year,"['Programming skills', 'Algorithm design', 'System modeling', 'Machine learning', 'Robotics operation']","['AI Developer', 'Robotics Engineer', 'Machine Learning Specialist', 'Software Developer']",PreUG,,,[],0.0826734235626343,0,0,0.0,
14,Bachelor of Commerce 4-Year,UG,Commerce,Requires Senior Secondary Examination (10+2) with at least 50% aggregate marks.,"This program focuses on the foundational principles of commerce, including accounting, finance, economics, and business management. It provides students with a comprehensive understanding of the operational and theoretical aspects of business activities.",Regular,4 year,"['Accounting principles', 'Financial analysis', 'Business management', 'Economic theory']","['Accountant', 'Financial analyst', 'Business administrator', 'Auditor']",PreUG,50.0,,[],0.1617666177591767,0,0,21.200000000000003,
14,Bachelor of Commerce,UG,Commerce,Requires Senior Secondary Examination (10+2) with at least 45% aggregate marks.,"This program focuses on the foundational principles of business, economics, and finance. It covers core concepts necessary for understanding commercial operations and market dynamics.",Regular,4 year,"['Business fundamentals', 'Financial accounting', 'Economic principles']","['Accountant', 'Financial analyst', 'Business administrator']",PreUG,45.0,45.0,[],0.1524253153528203,0,0,26.200000000000003,
14,B.TECH (CSE-ARTIFI. INTELLIGEN. & MACHINE LEARNING ENGINEERING),UG,Engineering,No specific eligibility requirements are stated.,"This program focuses on the principles of computer science, artificial intelligence, and machine learning. It involves studying algorithms, data structures, and the application of computational methods to solve complex problems. The curriculum emphasizes theoretical foundations and practical implementation in these advanced fields.",Regular,4 year,"['Programming skills', 'Algorithm design', 'Machine learning', 'Data analysis', 'Software development']","['Machine learning engineer', 'AI developer', 'Software architect', 'Data scientist', 'Algorithm designer']",PreUG,,,[],0.1450840532435072,0,0,0.0,
14,B.TECH -ARTIFICIAL INTELLIGENCE & DATA SCIENCE,UG,Science,No specific eligibility requirements were provided.,"This program focuses on the theoretical foundations and practical applications of Artificial Intelligence and Data Science. It covers the mathematical, statistical, and computational methods required to analyze complex data and develop intelligent systems. The curriculum emphasizes machine learning, algorithms, and data-driven decision making.",Regular,4 year,"['Data analysis', 'Machine learning', 'Programming skills', 'Statistical modeling']","['Data Scientist', 'AI Engineer', 'Machine Learning Specialist', 'Data Analyst']",PreUG,,,[],0.1301722409764375,0,0,0.0,
14,BACHELOR OF BUSINESS ADMINISTRATION (CAM),UG,Management,Requires Senior Secondary Examination (10+2) with at least 50% aggregate marks.,"This program focuses on the fundamental principles and practices of business administration. It covers core concepts in organizational management, finance, marketing, and economics.",Regular,4 year,"['Business principles', 'Financial literacy', 'Organizational management', 'Market analysis']","['Business administrator', 'Management trainee', 'Marketing executive', 'Financial analyst']",PreUG,50.0,,[],0.1225663019793812,1,0,21.200000000000003,
14,B.TECH (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),UG,Engineering,No specific eligibility requirements are stated.,"This program focuses on the theoretical foundations and practical applications of Artificial Intelligence and Machine Learning. It covers algorithms, data structures, and computational methods essential for developing intelligent systems. The curriculum emphasizes problem-solving and model development in the field of computer science.",Regular,4 year,"['Algorithm design', 'Data analysis', 'Programming proficiency', 'Model development']","['Machine Learning Engineer', 'AI Developer', 'Data Scientist', 'Software Developer']",PreUG,,,[],0.1219150588711289,0,0,0.0,
14,Bachelor of Business Administration,UG,Management,Requires Senior Secondary Examination (10+2) with at least 50% aggregate marks.,"This program focuses on the principles and practices of business administration. It covers core concepts in management, finance, marketing, and organizational behavior. The curriculum aims to develop comprehensive business acumen for professional roles.",Regular,4 year,"['Business principles', 'Financial literacy', 'Organizational skills', 'Communication skills']","['Business administrator', 'Management consultant', 'Marketing executive', 'Financial analyst']",PreUG,50.0,,[],0.1172143883646243,1,0,21.200000000000003,
15,Ph.D (VISUAL ARTS),PhD,Humanities,No specific eligibility requirements are provided.,"This program focuses on advanced theoretical and practical investigation within the field of Visual Arts. It involves in-depth study of artistic theory, history, and creative practice. The curriculum emphasizes critical analysis and original artistic creation.",Regular,,"['Art theory', 'Critical analysis', 'Creative practice']","['Art historian', 'Curator', 'Art critic']",PG,,,[],0.1615591294029378,0,0,0.0,
15,Ph.D (CIVIL)-UIET,PhD,Engineering,No specific eligibility requirements are provided.,"This program focuses on advanced research and theoretical study within the field of Civil Engineering. It involves in-depth investigation into complex structural, material, and infrastructure problems.",Regular,,"['Research skills', 'Theoretical analysis', 'Problem-solving']","['Research scholar', 'Senior engineer', 'Academic researcher']",PG,,,[],0.0870523547706074,0,0,0.0,
15,Ph.D (Public Administration),PhD,Management,No specific eligibility requirements were provided.,"This program focuses on the theoretical and empirical study of public administration. It involves in-depth research into the policies, organizations, and processes of governance.",Regular,,"['Research skills', 'Policy analysis', 'Critical thinking']","['Public sector management', 'Policy analyst', 'Government administrator']",PG,,,[],0.0793080377221012,0,0,0.0,
15,Ph.D (Defence & Strategic Studies),PhD,Humanities,Specific eligibility criteria are not provided.,"This program focuses on the theoretical and practical aspects of defence and strategic studies. It involves in-depth research into geopolitical dynamics, security policy, and strategic decision-making.",Regular,,"['Strategic analysis', 'Policy formulation', 'Critical thinking', 'Research methodology']","['Defence analyst', 'Policy advisor', 'Security consultant', 'Academic researcher']",PG,,,[],0.0723327676338115,0,0,0.0,
15,Ph.D (POLITICAL SCIENCE),PhD,Humanities,No specific eligibility requirements are provided.,"This program focuses on advanced theoretical and empirical research within the field of political science. It involves in-depth study of political systems, governance, and social behavior.",Regular,,"['Research skills', 'Critical thinking', 'Theoretical analysis']","['Academic researcher', 'Policy analyst', 'Political consultant']",PG,,,[],0.0700458907565563,0,0,0.0,
15,Ph.D (E.C.E)-UIET,PhD,Engineering,No specific eligibility requirements are provided.,"This program focuses on advanced research within the field of Electrical and Computer Engineering. It involves in-depth study of theoretical concepts, advanced problem-solving, and original research methodologies.",Regular,,"['Research skills', 'Problem solving', 'Theoretical analysis']","['Research scholar', 'Senior engineer', 'Academic researcher']",PG,,,[],0.0686021609651716,0,0,0.0,
15,Ph.D (ZOOLOGY),PhD,Science,No specific eligibility requirements are provided.,"This program focuses on advanced research and scholarly investigation within the field of Zoology. It involves in-depth study of animal biology, behavior, and evolution.",Regular,,"['Research skills', 'Data analysis', 'Experimental design']","['Research scientist', 'Academic researcher', 'Zoologist']",PG,,,[],0.067568343573836,0,0,0.0,
16,M.TECH. COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),PG,Engineering,No specific eligibility requirements were provided.,"This program focuses on the theoretical foundations and practical applications of Artificial Intelligence and Machine Learning within the field of Computer Science and Engineering. It covers advanced mathematical, computational, and algorithmic concepts necessary for developing intelligent systems. The curriculum emphasizes the design, implementation, and evaluation of complex ML models.",Regular,2 year,"['Machine learning', 'Algorithm design', 'Programming', 'Data analysis']","['AI Developer', 'Machine Learning Engineer', 'Data Scientist', 'Software Architect']",UG,,,[],0.096639483771877,0,0,0.0,
16,M.TECH (ARTIFICIAL INTELLIGENCE AND DATA SCIENCE),PG,Science,No specific eligibility requirements were provided.,"This program focuses on the theoretical foundations and practical applications of Artificial Intelligence and Data Science. It involves studying algorithms, statistical methods, and machine learning techniques to analyze complex data and develop intelligent systems.",Regular,2 year,"['Machine learning', 'Data analysis', 'Algorithm design', 'Statistical modeling']","['Data Scientist', 'AI Engineer', 'Machine Learning Specialist', 'Data Analyst']",UG,,,[],0.0944767804117483,0,0,0.0,
16,MBA for Working Professional,PG,Management,No specific eligibility requirements were provided.,"This program focuses on applying management principles to the context of working professionals. It covers core business functions, strategic decision-making, and leadership skills relevant to the contemporary business environment.",Part Time,2 year,"['Business strategy', 'Financial analysis', 'Leadership skills', 'Project management']","['Business manager', 'Consultant', 'Operations executive', 'Marketing specialist']",UG,,,[],0.0805105367587231,1,0,0.0,
16,Master of Commerce (M.Com.),PG,Commerce,Requires a Bachelor's degree in relevant subjects with a minimum of 45% aggregate marks.,"This program focuses on advanced study in commerce, encompassing financial accounting, taxation, economics, and business management principles. It develops analytical skills necessary for understanding complex business environments and economic systems.",Open and Distance Learning Mode,2 year,"['Financial accounting', 'Economic analysis', 'Business management', 'Data interpretation']","['Accountant', 'Financial analyst', 'Business administrator', 'Management consultant']",UG,45.0,,"['Commerce', 'subjects']",0.0695066129012597,0,0,18.0,
16,MCA for Working Professional,PG,Management,No specific eligibility requirements were provided.,This program focuses on advanced management principles and analytical skills applicable to working professionals. It aims to equip participants with the knowledge necessary to apply business concepts in a professional setting.,Part Time,2 year,"['Business analysis', 'Project management', 'Data interpretation']","['Business analyst', 'Management consultant', 'Project manager']",UG,,,[],0.066515130603312,1,0,0.0,
16,MCA,PG,Management,No specific eligibility requirements were provided.,"This program focuses on advanced concepts in management, information systems, and business processes. It provides a comprehensive understanding of organizational behavior, technology application, and strategic decision-making.",Regular,2 year,"['Systems analysis', 'Business strategy', 'Data management', 'Software development']","['Systems analyst', 'Business consultant', 'IT manager', 'Data scientist']",UG,,,[],0.0664226728923591,1,0,0.0,
16,PG Diploma in Data Analytics,PG,Science,Requires a Bachelor's Degree with at least 50% marks in aggregate or equivalent examination recognized by M.D. University Rohtak.,"This program focuses on the principles and techniques of data analysis. It covers methods for collecting, processing, and interpreting large datasets to derive meaningful insights. The curriculum emphasizes statistical foundations and analytical tools relevant to data-driven decision-making.",Regular,1 year,"['Data analysis', 'Statistical methods', 'Data interpretation']","['Data analyst', 'Business intelligence specialist', 'Data visualization expert']",UG,50.0,,"['Data Analytics', 'Mathematics']",0.0632048592858895,0,0,13.0,
17,B.A.(HONS.)POLITICAL SCIENCE,UG,Humanities,Requires Senior Secondary Examination (10+2) with at least 50% marks.,"This program focuses on the study of political theory, governance, public administration, and political systems. It involves analyzing political structures, ideologies, and the dynamics of political behavior.",Regular,4 year,"['Critical thinking', 'Analytical skills', 'Research methods']","['Civil services officer', 'Political analyst', 'Public administrator']",PreUG,50.0,,[],0.122441635197959,1,0,29.90000000000001,
17,Bachelor of Arts (Public Administration),UG,Management,Requires Senior Secondary Examination (10+2) with at least 45% aggregate marks.,"This program focuses on the study of public administration, encompassing the principles, policies, and practices of governance. It involves analyzing the structure, function, and operation of public sector organizations and administrative systems. The curriculum develops critical thinking skills related to public policy and administration.",Regular,4 year,"['Policy analysis', 'Administrative principles', 'Public sector management', 'Critical thinking']","['Public administrator', 'Government official', 'Policy analyst', 'Administrative officer']",PreUG,45.0,45.0,[],0.1128810174321942,0,0,34.900000000000006,
17,Bachelor of Arts (History),UG,Humanities,Requires Senior Secondary Examination (10+2) with at least 50% aggregate marks.,"This program focuses on the study of historical events, societies, and cultures. It involves critical analysis of primary and secondary sources to understand the evolution of human history and social structures. The curriculum emphasizes historical interpretation and contextual understanding.",Regular,4 year,"['Historical analysis', 'Source evaluation', 'Critical thinking', 'Research skills']","['Historian', 'Archivist', 'Curriculum developer', 'Academic researcher']",PreUG,50.0,,[],0.1104322836680779,1,0,29.90000000000001,
17,Bachelor of Arts,UG,Humanities,Must have passed a relevant examination with at least 33% aggregate marks for admission.,"This program focuses on the study of humanities disciplines. It involves exploring various aspects of human culture, society, and thought. The curriculum aims to develop critical thinking and broad knowledge.",Open and Distance Learning Mode,3 year,"['Critical thinking', 'Communication skills', 'Research skills']","['Academic researcher', 'Content writer', 'Administrative assistant', 'Public relations specialist']",PreUG,33.0,,[],0.1028507151404703,1,0,46.900000000000006,
17,B.TECH -ARTIFICIAL INTELLIGENCE & DATA SCIENCE,UG,Science,No specific eligibility requirements were provided.,"This program focuses on the theoretical foundations and practical applications of Artificial Intelligence and Data Science. It covers the mathematical, statistical, and computational methods required to analyze complex data and develop intelligent systems. The curriculum emphasizes machine learning, algorithms, and data-driven decision making.",Regular,4 year,"['Data analysis', 'Machine learning', 'Programming skills', 'Statistical modeling']","['Data Scientist', 'AI Engineer', 'Machine Learning Specialist', 'Data Analyst']",PreUG,,,[],0.093889459272084,0,0,0.0,
17,Bachelor of Arts (Economics),UG,Commerce,Requires Senior Secondary Examination (10+2) with at least 45% aggregate marks.,"This program focuses on the study of economic principles, theories, and methods. It involves analyzing economic systems, markets, and policy implications across various sectors. The curriculum develops critical thinking and analytical skills related to economic phenomena.",Regular,4 year,"['Economic analysis', 'Quantitative reasoning', 'Data interpretation', 'Critical thinking']","['Economist', 'Financial analyst', 'Policy advisor', 'Business consultant']",PreUG,45.0,45.0,[],0.0880527804742976,0,0,34.900000000000006,
17,B.TECH. (ARTIFICIAL INTELLIGENCE),UG,Engineering,No specific eligibility requirements were provided.,"This program focuses on the theoretical foundations and practical applications of Artificial Intelligence. It covers algorithms, data structures, and computational methods essential for developing intelligent systems. The curriculum emphasizes problem-solving and the development of intelligent software solutions.",Regular,4 year,"['Algorithm design', 'Programming proficiency', 'Data structures', 'Machine learning', 'Computational thinking']","['AI Developer', 'Machine Learning Engineer', 'Data Scientist', 'Software Developer', 'AI Researcher']",PreUG,,,[],0.082804811293434,0,0,0.0,
18,M.TECH. COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),PG,Engineering,No specific eligibility requirements were provided.,"This program focuses on the theoretical foundations and practical applications of Artificial Intelligence and Machine Learning within the field of Computer Science and Engineering. It covers advanced mathematical, computational, and algorithmic concepts necessary for developing intelligent systems. The curriculum emphasizes the design, implementation, and evaluation of complex ML models.",Regular,2 year,"['Machine learning', 'Algorithm design', 'Programming', 'Data analysis']","['AI Developer', 'Machine Learning Engineer', 'Data Scientist', 'Software Architect']",UG,,,[],0.1019972897718752,0,0,0.0,
18,Master of Arts Political Science,PG,Humanities,"Requires a Bachelor's Degree in any discipline with at least 45% aggregate marks or equivalent examination recognized by M.D. University, Rohtak.","This program focuses on the theoretical and analytical study of political systems, governance, and public policy. It involves in-depth exploration of political theory, international relations, and comparative politics.",Open and Distance Learning Mode,2 year,"['Political analysis', 'Theoretical understanding', 'Research skills']","['Policy analyst', 'Political researcher', 'Public administration officer']",UG,45.0,,"['Political Science', 'any', 'course']",0.0987365646665587,1,0,32.2,
18,M.TECH (ARTIFICIAL INTELLIGENCE AND DATA SCIENCE),PG,Science,No specific eligibility requirements were provided.,"This program focuses on the theoretical foundations and practical applications of Artificial Intelligence and Data Science. It involves studying algorithms, statistical methods, and machine learning techniques to analyze complex data and develop intelligent systems.",Regular,2 year,"['Machine learning', 'Data analysis', 'Algorithm design', 'Statistical modeling']","['Data Scientist', 'AI Engineer', 'Machine Learning Specialist', 'Data Analyst']",UG,,,[],0.0895025963809069,0,0,0.0,
18,Master of Arts History,PG,Humanities,Requires a Bachelor's Degree in any discipline with at least 45% aggregate marks or an equivalent recognized examination.,"This program focuses on the study of historical subjects, critical analysis of past events, and the interpretation of historical sources. It involves developing advanced knowledge in historical methodologies and contextual understanding.",Open and Distance Learning Mode,2 year,"['Historical analysis', 'Source interpretation', 'Critical thinking', 'Research skills']","['Historian', 'Archivist', 'Academic researcher', 'Curator']",UG,45.0,45.0,[],0.0886399729595346,1,0,32.2,
18,Master of Arts Journalism & Mass Communication,PG,Humanities,Requires a Bachelor's Degree in any discipline with at least 45% aggregate marks.,This program focuses on the study of journalism and mass communication principles. It covers the theoretical foundations and practical applications of media and communication practices. The curriculum aims to develop critical understanding of communication processes and media functions.,Open and Distance Learning Mode,2 year,"['Media analysis', 'Communication theory', 'Content creation', 'Research skills']","['Journalist', 'Media producer', 'Communication specialist', 'Content writer']",UG,45.0,,[],0.0827949494341711,1,0,32.2,
18,Certificate Course in Phiolosphy of Dayanand,PG,Humanities,Candidates must have passed the Senior Secondary Examination (10+2) with at least 50% marks.,This program focuses on the study of the philosophy of Dayanand. It involves exploring fundamental philosophical concepts and theories within the specified discipline. The course aims to develop critical thinking and understanding of philosophical thought.,Regular,6 Months,"['Philosophical reasoning', 'Critical thinking', 'Textual analysis']","['Philosophical studies', 'Academic research', 'Content development']",UG,50.0,,[],0.0796194530775576,1,0,27.200000000000003,
18,Certificate Course in Research Methods in Social Sciences,PG,Humanities,Requires a Bachelor's Degree in any discipline with at least 45% aggregate marks.,"This course focuses on the methodologies and techniques essential for conducting research within the social sciences. It provides students with the foundational knowledge necessary to design, execute, and analyze social science research projects effectively.",Regular,6 Months,"['Research methodology', 'Data collection', 'Statistical analysis', 'Research design']","['Social science researcher', 'Research assistant', 'Data analyst', 'Research practitioner']",UG,45.0,,[],0.0623440222104028,1,0,32.2,
19,B.TECH -ARTIFICIAL INTELLIGENCE & DATA SCIENCE,UG,Science,No specific eligibility requirements were provided.,"This program focuses on the theoretical foundations and practical applications of Artificial Intelligence and Data Science. It covers the mathematical, statistical, and computational methods required to analyze complex data and develop intelligent systems. The curriculum emphasizes machine learning, algorithms, and data-driven decision making.",Regular,4 year,"['Data analysis', 'Machine learning', 'Programming skills', 'Statistical modeling']","['Data Scientist', 'AI Engineer', 'Machine Learning Specialist', 'Data Analyst']",PreUG,,,[],0.1176493267960094,0,0,0.0,
19,B.TECH (CSE-ARTIFI. INTELLIGEN. & MACHINE LEARNING ENGINEERING),UG,Engineering,No specific eligibility requirements are stated.,"This program focuses on the principles of computer science, artificial intelligence, and machine learning. It involves studying algorithms, data structures, and the application of computational methods to solve complex problems. The curriculum emphasizes theoretical foundations and practical implementation in these advanced fields.",Regular,4 year,"['Programming skills', 'Algorithm design', 'Machine learning', 'Data analysis', 'Software development']","['Machine learning engineer', 'AI developer', 'Software architect', 'Data scientist', 'Algorithm designer']",PreUG,,,[],0.115871468168403,0,0,0.0,
19,B.TECH (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),UG,Engineering,No specific eligibility requirements are stated.,"This program focuses on the theoretical foundations and practical applications of Artificial Intelligence and Machine Learning. It covers algorithms, data structures, and computational methods essential for developing intelligent systems. The curriculum emphasizes problem-solving and model development in the field of computer science.",Regular,4 year,"['Algorithm design', 'Data analysis', 'Programming proficiency', 'Model development']","['Machine Learning Engineer', 'AI Developer', 'Data Scientist', 'Software Developer']",PreUG,,,[],0.1015676059208115,0,0,0.0,
19,Bachelor of Commerce 4-Year,UG,Commerce,Requires Senior Secondary Examination (10+2) with at least 50% aggregate marks.,"This program focuses on the foundational principles of commerce, including accounting, finance, economics, and business management. It provides students with a comprehensive understanding of the operational and theoretical aspects of business activities.",Regular,4 year,"['Accounting principles', 'Financial analysis', 'Business management', 'Economic theory']","['Accountant', 'Financial analyst', 'Business administrator', 'Auditor']",PreUG,50.0,,[],0.1006570166594915,1,0,27.200000000000003,
19,Bachelor of Commerce,UG,Commerce,Requires Senior Secondary Examination (10+2) with at least 45% aggregate marks.,"This program focuses on the foundational principles of business, economics, and finance. It covers core concepts necessary for understanding commercial operations and market dynamics.",Regular,4 year,"['Business fundamentals', 'Financial accounting', 'Economic principles']","['Accountant', 'Financial analyst', 'Business administrator']",PreUG,45.0,45.0,[],0.0907781902641286,1,0,32.2,
19,B.TECH. (ARTIFICIAL INTELLIGENCE),UG,Engineering,No specific eligibility requirements were provided.,"This program focuses on the theoretical foundations and practical applications of Artificial Intelligence. It covers algorithms, data structures, and computational methods essential for developing intelligent systems. The curriculum emphasizes problem-solving and the development of intelligent software solutions.",Regular,4 year,"['Algorithm design', 'Programming proficiency', 'Data structures', 'Machine learning', 'Computational thinking']","['AI Developer', 'Machine Learning Engineer', 'Data Scientist', 'Software Developer', 'AI Researcher']",PreUG,,,[],0.0818375787922565,0,0,0.0,
19,Bachelor of Arts (Public Administration),UG,Management,Requires Senior Secondary Examination (10+2) with at least 45% aggregate marks.,"This program focuses on the study of public administration, encompassing the principles, policies, and practices of governance. It involves analyzing the structure, function, and operation of public sector organizations and administrative systems. The curriculum develops critical thinking skills related to public policy and administration.",Regular,4 year,"['Policy analysis', 'Administrative principles', 'Public sector management', 'Critical thinking']","['Public administrator', 'Government official', 'Policy analyst', 'Administrative officer']",PreUG,45.0,45.0,[],0.0816874595617609,0,0,32.2,
20,Master of Commerce (M.Com.),PG,Commerce,Requires a Bachelor's degree in relevant subjects with a minimum of 45% aggregate marks.,"This program focuses on advanced study in commerce, encompassing financial accounting, taxation, economics, and business management principles. It develops analytical skills necessary for understanding complex business environments and economic systems.",Open and Distance Learning Mode,2 year,"['Financial accounting', 'Economic analysis', 'Business management', 'Data interpretation']","['Accountant', 'Financial analyst', 'Business administrator', 'Management consultant']",UG,45.0,,"['Commerce', 'subjects']",0.1515926851714636,1,0,16.1,
20,MBA for Working Professional,PG,Management,No specific eligibility requirements were provided.,"This program focuses on applying management principles to the context of working professionals. It covers core business functions, strategic decision-making, and leadership skills relevant to the contemporary business environment.",Part Time,2 year,"['Business strategy', 'Financial analysis', 'Leadership skills', 'Project management']","['Business manager', 'Consultant', 'Operations executive', 'Marketing specialist']",UG,,,[],0.1102400589569095,0,0,0.0,
20,PG Diploma in Data Analytics,PG,Science,Requires a Bachelor's Degree with at least 50% marks in aggregate or equivalent examination recognized by M.D. University Rohtak.,"This program focuses on the principles and techniques of data analysis. It covers methods for collecting, processing, and interpreting large datasets to derive meaningful insights. The curriculum emphasizes statistical foundations and analytical tools relevant to data-driven decision-making.",Regular,1 year,"['Data analysis', 'Statistical methods', 'Data interpretation']","['Data analyst', 'Business intelligence specialist', 'Data visualization expert']",UG,50.0,,"['Data Analytics', 'Mathematics']",0.10474299954916,0,0,11.1,
20,M.TECH (ARTIFICIAL INTELLIGENCE AND DATA SCIENCE),PG,Science,No specific eligibility requirements were provided.,"This program focuses on the theoretical foundations and practical applications of Artificial Intelligence and Data Science. It involves studying algorithms, statistical methods, and machine learning techniques to analyze complex data and develop intelligent systems.",Regular,2 year,"['Machine learning', 'Data analysis', 'Algorithm design', 'Statistical modeling']","['Data Scientist', 'AI Engineer', 'Machine Learning Specialist', 'Data Analyst']",UG,,,[],0.0966935960317175,0,0,0.0,
20,Master of Arts Economics,PG,Commerce,"Requires a Bachelor's Degree in any discipline with at least 45% aggregate marks or equivalent examination recognized by M.D. University, Rohtak.","This program focuses on the theoretical and applied aspects of economic principles. It involves in-depth study of economic theories, policies, and analytical methods.",Open and Distance Learning Mode,2 year,"['Economic theory', 'Data analysis', 'Policy evaluation', 'Analytical thinking']","['Economic analyst', 'Policy researcher', 'Financial consultant', 'Economist']",UG,45.0,,[],0.0939888154657939,1,0,16.1,
20,PG Diploma in Computational Biology,PG,Science,"Requires a Bachelor's Degree in Biological Sciences, Computer Science, or allied biological sciences, or equivalent examination recognized by State Universities of Haryana.","This program focuses on the intersection of biology and computation. It involves studying the mathematical and computational methods applied to biological systems and data. The curriculum covers bioinformatics, computational modeling, and biological data analysis.",Regular,1 year,"['Data analysis', 'Computational modeling', 'Bioinformatics', 'Statistical methods']","['Bioinformatics analyst', 'Computational biologist', 'Biomedical data scientist', 'Research assistant']",UG,,,"['Biological Sciences', 'Computer Science', 'Biology', 'Science']",0.0936353729690834,0,0,0.0,
